REF_DATE,GEO,GEO_CODE,DWELLING_TYPE,INTENDED_MARKET,HOUSING_STARTS,AVERAGE_PRICE_CAD,DATA_SOURCE,REPORTING_AGENCY,LAST_UPDATED,SURVEY_METHOD,GEOGRAPHY_TYPE,UOM,SCALAR_FACTOR,STATUS,DECIMALS,_record_id,_rule_id,_rule_name,_dimension,_cde,_severity,_failure_reason,_remediation,_flagged_at
2018-06,Quebec,QC,Semi-Detached,Condominium,-672.0,468743.82,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-06-15,Administrative Data,Province/Territory,Units,units,,0,801,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-06,Quebec,QC,Apartment - Under 5 storeys,Condominium,-636.0,457422.29,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-06-15,Administrative Data,Province/Territory,Units,units,,0,810,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-06,Newfoundland and Labrador,NL,Semi-Detached,Homeowner,-346.0,375054.71,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-06-15,Administrative Data,Province/Territory,Units,units,E,0,874,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-07,Ontario,ON,Row House,Rental,-759.0,705440.39,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-07-15,Modelled Estimate,Province/Territory,Units,units,E,0,908,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-07,Alberta,AB,Semi-Detached,Condominium,-334.0,439253.95,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-07-15,Direct Survey,Province/Territory,Units,units,,0,936,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-07,Nova Scotia,NS,Row House,Rental,-252.0,403507.51,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-07-15,Administrative Data,Province/Territory,Units,units,,0,998,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-07,New Brunswick,NB,Apartment - Under 5 storeys,Rental,-258.0,324551.82,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-07-15,Modelled Estimate,Province/Territory,Units,units,,0,1019,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-07,Newfoundland and Labrador,NL,Apartment - 5+ storeys,Homeowner,-239.0,359679.5,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-07-15,Modelled Estimate,Province/Territory,Units,units,,0,1030,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-08,Ontario,ON,Row House,Homeowner,-806.0,699890.63,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-08-15,Modelled Estimate,Province/Territory,Units,units,,0,1057,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-08,British Columbia,BC,Semi-Detached,Rental,-414.0,776623.74,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-08-15,Direct Survey,Province/Territory,Units,units,E,0,1070,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-08,New Brunswick,NB,Apartment - Under 5 storeys,Homeowner,-333.0,378760.25,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-08-15,Modelled Estimate,Province/Territory,Units,units,,0,1168,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-08,Prince Edward Island,PE,Single-Detached,Rental,-224.0,375089.14,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-08-15,Modelled Estimate,Province/Territory,Units,units,E,0,1187,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-08,Prince Edward Island,PE,Row House,Rental,-204.0,312075.23,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-08-15,Direct Survey,Province/Territory,Units,units,,0,1193,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-09,British Columbia,BC,Single-Detached,Condominium,-633.0,831523.65,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-09-15,Administrative Data,Province/Territory,Units,units,,0,1218,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-09,Manitoba,MB,Semi-Detached,Condominium,-271.0,303680.94,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-09-15,Administrative Data,Province/Territory,Units,units,F,0,1266,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-09,New Brunswick,NB,Apartment - 5+ storeys,Homeowner,-133.0,326025.35,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-09-15,Direct Survey,Province/Territory,Units,units,,0,1315,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-09,Newfoundland and Labrador,NL,Row House,Homeowner,-276.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-09-15,Direct Survey,Province/Territory,Units,units,E,0,1327,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-10,British Columbia,BC,Single-Detached,Condominium,-898.0,823451.46,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-10-15,Administrative Data,Province/Territory,Units,units,,0,1368,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-10,Saskatchewan,SK,Apartment - Under 5 storeys,Homeowner,-195.0,304515.83,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-10-15,Modelled Estimate,Province/Territory,Units,units,,0,1438,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-11,Ontario,ON,Single-Detached,Rental,-737.0,844384.38,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-11-15,Administrative Data,Province/Territory,Units,units,,0,1502,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-11,Quebec,QC,Row House,Rental,-590.0,418070.87,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-11-15,Modelled Estimate,Province/Territory,Units,units,,0,1553,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-11,Manitoba,MB,Single-Detached,Homeowner,-127.0,319391.65,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-11-15,Administrative Data,Province/Territory,Units,units,F,0,1561,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-11,New Brunswick,NB,Row House,Condominium,-72.0,412480.95,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-11-15,Modelled Estimate,Province/Territory,Units,units,,0,1614,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-11,New Brunswick,NB,Apartment - 5+ storeys,Rental,-137.0,248709.61,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-11-15,Administrative Data,Province/Territory,Units,units,,0,1616,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-12,Quebec,QC,Semi-Detached,Condominium,-773.0,428488.02,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-12-15,Direct Survey,Province/Territory,Units,units,,0,1701,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-12,Saskatchewan,SK,Apartment - Under 5 storeys,Condominium,-373.0,419317.47,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-12-15,Administrative Data,Province/Territory,Units,units,,0,1740,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-12,Newfoundland and Labrador,NL,Apartment - Under 5 storeys,Rental,-234.0,403715.9,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-12-15,Modelled Estimate,Province/Territory,Units,units,,0,1784,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2018-12,Prince Edward Island,PE,Apartment - Under 5 storeys,Condominium,-250.0,338626.19,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2018-12-15,Administrative Data,Province/Territory,Units,units,,0,1800,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-01,Ontario,ON,Semi-Detached,Condominium,-805.0,755568.63,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-01-15,Direct Survey,Province/Territory,Units,units,,0,1806,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-01,British Columbia,BC,Apartment - Under 5 storeys,Rental,-601.0,745676.12,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-01-15,Direct Survey,Province/Territory,Units,units,,0,1829,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-01,Alberta,AB,Apartment - Under 5 storeys,Condominium,-691.0,442414.28,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-01-15,Modelled Estimate,Province/Territory,Units,units,E,0,1845,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-01,Quebec,QC,Apartment - Under 5 storeys,Rental,-1186.0,515395.81,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-01-15,Modelled Estimate,Province/Territory,Units,units,E,0,1859,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-01,Nova Scotia,NS,Apartment - Under 5 storeys,Rental,-205.0,251574.79,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-01-15,Administrative Data,Province/Territory,Units,units,E,0,1904,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-01,New Brunswick,NB,Row House,Rental,-99.0,408585.9,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-01-15,Direct Survey,Province/Territory,Units,units,,0,1913,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Ontario,ON,Apartment - 5+ storeys,Homeowner,-942.0,747029.24,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Modelled Estimate,Province/Territory,Units,units,,0,1960,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,British Columbia,BC,Row House,Rental,-538.0,895673.69,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Modelled Estimate,Province/Territory,Units,units,,0,1973,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Alberta,AB,Single-Detached,Condominium,-408.0,468155.78,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Administrative Data,Province/Territory,Units,units,,0,1983,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Alberta,AB,Semi-Detached,Homeowner,-546.0,355517.54,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Modelled Estimate,Province/Territory,Units,units,E,0,1984,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Manitoba,MB,Semi-Detached,Rental,-439.0,390106.42,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Modelled Estimate,Province/Territory,Units,units,F,0,2015,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Manitoba,MB,Row House,Rental,-78.0,397835.16,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Administrative Data,Province/Territory,Units,units,,0,2018,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Saskatchewan,SK,Apartment - Under 5 storeys,Rental,-145.0,249627.16,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Administrative Data,Province/Territory,Units,units,,0,2039,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Nova Scotia,NS,Semi-Detached,Condominium,-35.0,421025.21,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Modelled Estimate,Province/Territory,Units,units,,0,2046,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Nova Scotia,NS,Apartment - Under 5 storeys,Condominium,-169.0,361592.1,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Administrative Data,Province/Territory,Units,units,,0,2055,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Newfoundland and Labrador,NL,Single-Detached,Rental,-257.0,365582.64,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Administrative Data,Province/Territory,Units,units,F,0,2072,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-02,Prince Edward Island,PE,Semi-Detached,Condominium,-241.0,324539.33,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-02-15,Modelled Estimate,Province/Territory,Units,units,,0,2091,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-03,Quebec,QC,Apartment - 5+ storeys,Rental,-706.0,312714.63,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-03-15,Direct Survey,Province/Territory,Units,units,,0,2156,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-03,Quebec,QC,Apartment - Under 5 storeys,Condominium,-723.0,383172.37,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-03-15,Administrative Data,Province/Territory,Units,units,,0,2160,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-03,New Brunswick,NB,Row House,Condominium,-252.0,307783.8,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-03-15,Administrative Data,Province/Territory,Units,units,,0,2214,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-03,Prince Edward Island,PE,Row House,Condominium,-263.0,321103.96,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-03-15,Administrative Data,Province/Territory,Units,units,F,0,2244,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-04,Saskatchewan,SK,Semi-Detached,Condominium,-422.0,335839.1,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-04-15,Administrative Data,Province/Territory,Units,units,E,0,2331,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-04,New Brunswick,NB,Single-Detached,Rental,-261.0,367848.64,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-04-15,Direct Survey,Province/Territory,Units,units,,0,2357,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-04,New Brunswick,NB,Semi-Detached,Homeowner,-558.0,409212.83,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-04-15,Modelled Estimate,Province/Territory,Units,units,,0,2359,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-05,Ontario,ON,Row House,Homeowner,-898.0,-709802.5792636259,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-05-15,Administrative Data,Province/Territory,Units,units,E,0,2407,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-05,Ontario,ON,Apartment - Under 5 storeys,Homeowner,-790.0,762062.01,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-05-15,Modelled Estimate,Province/Territory,Units,units,,0,2413,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-05,Manitoba,MB,Row House,Rental,-131.0,377169.54,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-05-15,Administrative Data,Province/Territory,Units,units,E,0,2468,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-05,Saskatchewan,SK,Apartment - 5+ storeys,Rental,-429.0,345947.7,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-05-15,Administrative Data,Province/Territory,Units,units,E,0,2486,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-05,Nova Scotia,NS,Semi-Detached,Rental,-228.0,469605.48,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-05-15,Modelled Estimate,Province/Territory,Units,units,,0,2495,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-05,New Brunswick,NB,Apartment - Under 5 storeys,Rental,-527.0,315664.23,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-05-15,Direct Survey,Province/Territory,Units,units,,0,2519,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-06,Ontario,ON,Apartment - 5+ storeys,Rental,-592.0,728192.23,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-06-15,Administrative Data,Province/Territory,Units,units,,0,2561,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-06,Alberta,AB,Single-Detached,Homeowner,-540.0,346268.0,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-06-15,Modelled Estimate,Province/Territory,Units,units,,0,2581,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-06,Quebec,QC,Apartment - Under 5 storeys,Condominium,-622.0,340052.43,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-06-15,Administrative Data,Province/Territory,Units,units,,0,2610,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-06,Nova Scotia,NS,Apartment - 5+ storeys,Condominium,-328.0,377678.48,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-06-15,Administrative Data,Province/Territory,Units,units,F,0,2652,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2019-06,New Brunswick,NB,Apartment - 5+ storeys,Condominium,-238.0,409665.55,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2019-06-15,Direct Survey,Province/Territory,Units,units,,0,2667,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
